s002,0.1941311320081127,1.57408,0.6639320052535499
s003,0.20673092572967258,1.5000200000000001,0.6490906012260538
s004,0.1657132028782447,1.4351099999999999,0.6640715644416646
s005,1.1594983418058846,2.85897,1.7954809589355158
s007,0.1862726698960607,1.29144,0.6478273666649164
s008,0.08566976465375543,1.14078,0.469181681867483
s010,0.09845940963406612,1.11036,0.49043320972381144
s011,0.36702912679397964,1.77449,0.9892721255044032
s012,0.5336776338381856,1.96866,1.1645639916294854
s013,0.12191734329255159,1.2492600000000003,0.5261078718285823
s015,0.08768539560987271,0.9993899999999999,0.40629750294580946
s016,0.1538280819173167,1.4960399999999998,0.609228690066382
s017,0.28422550773231026,1.6007,0.8711804531783297
s018,0.3186251880162209,1.9902499999999999,0.8026250537455206
s019,0.2608809443028732,1.6157699999999997,0.761146686979586
s020,1.1717931863748328,3.7684499999999996,1.8049009985314985
s021,0.31595027945718396,2.33428,0.919942900401976
s022,3.392850971078344,4.47816,3.0554586284549825
s024,0.2386106455047097,1.5174099999999995,0.7206646732704469
s025,0.24884492215945844,1.34868,0.7869451463729857
s026,0.08894910705241782,0.9372999999999999,0.4917243766583065
s027,0.3925972422757621,2.10462,1.049115643006051
s028,0.14082568761780648,1.0918700000000001,0.6135310382531597
s029,0.13391886725561108,1.0457099999999997,0.6001315543278822
s030,7.626063720825094,8.320290000000002,4.652322332867747
s031,0.185296777219165,1.3638000000000003,0.7010516990921567
s032,1.0594682375830027,2.74902,1.5408672850703269
s033,0.5304023940162936,2.4683900000000003,1.1959555329944338
s034,0.16305385670154707,1.4025900000000002,0.5614627992129131
s035,0.6483050338603427,3.0612399999999997,1.2964789891857098
s036,1.621044567085701,4.6419,1.8823303647340972
s037,0.7204854247068297,2.1727499999999997,1.387841734961159
s038,1.2327561329993022,3.1329299999999995,1.8440779177952322
s039,0.625515188864866,2.57043,1.3154791067516047
s040,1.0884599125583985,3.35058,1.5735402235723113
s041,0.2503627919662514,1.77806,0.792167403015297
s042,0.3720411183559726,2.02071,1.01313870062297
s043,0.9182825754290922,3.195509999999999,1.41896404461142
s044,0.9050336411230758,3.89312,1.5220526889697348
s046,0.6745855638632159,2.77559,1.3650490582026713
s047,7.781658749344703,7.52647,4.652101270855999
s048,0.10970901497363303,1.2479699999999998,0.5025610055505699
s049,184.15040052638028,28.48354,22.887585168614887
s050,0.5824170650152678,2.6811999999999996,1.2534467902547757
s051,0.1494514074767155,1.19462,0.6303028819543823
s052,0.6048115176059116,2.89773,1.2340859574194984
s053,0.12992357128211446,1.1120400000000001,0.5486044226945314
s054,0.334291706313945,2.2655000000000003,0.8768570417120456
s055,0.1613157604029844,1.2284400000000004,0.6205799423120281
s056,0.2572595118609728,1.70194,0.8362886776705757
s057,0.12778516141322288,1.25141,0.5844638985429297
