0.000561,-0.000779,-0.000052,-0.000142,0.000096,-0.000035,-0.000001,-0.002049,-0.000020,0.000060,0.000027,-0.000991,0.000120,-0.000417,-0.000030,-0.000302,0.000028,-0.000255,0.000011,-0.000584,-0.000046
-0.000779,0.018788,-0.000143,0.000460,0.000011,0.000875,0.000298,0.008490,0.000298,-0.002093,0.000034,0.000688,-0.000246,0.000230,-0.000011,0.000306,-0.000143,-0.001782,-0.000267,-0.001964,-0.000331
-0.000052,-0.000143,0.000030,0.000053,-0.000019,-0.000004,-0.000007,0.000027,0.000004,-0.000340,0.000015,0.000105,-0.000019,0.000071,0.000001,-0.000024,-0.000005,0.000140,0.000020,-0.000439,-0.000024
-0.000142,0.000460,0.000053,0.001121,-0.000104,-0.000095,0.000044,0.006178,0.000083,-0.000778,-0.000021,0.000635,-0.000056,-0.000020,-0.000063,-0.000031,-0.000028,-0.000019,0.000039,-0.001622,-0.000114
0.000096,0.000011,-0.000019,-0.000104,0.000074,0.000010,0.000017,0.000247,-0.000016,0.000416,0.000013,-0.000084,0.000061,-0.000094,0.000013,-0.000045,0.000030,-0.000366,-0.000054,0.000467,0.000014
-0.000035,0.000875,-0.000004,-0.000095,0.000010,0.000067,0.000010,-0.000085,0.000005,-0.000106,0.000007,0.000151,-0.000015,0.000029,-0.000001,0.000025,-0.000004,0.000090,0.000008,0.000125,-0.000007
-0.000001,0.000298,-0.000007,0.000044,0.000017,0.000010,0.000041,0.000663,-0.000004,0.000688,0.000003,0.000248,0.000016,-0.000016,-0.000000,0.000139,0.000003,-0.000032,-0.000016,0.000297,-0.000021
-0.002049,0.008490,0.000027,0.006178,0.000247,-0.000085,0.000663,0.091058,0.000189,0.026600,-0.001081,0.022731,-0.000084,0.003689,0.000777,0.010367,-0.000296,0.000118,-0.000386,0.006691,-0.001331
-0.000020,0.000298,0.000004,0.000083,-0.000016,0.000005,-0.000004,0.000189,0.000025,-0.000568,-0.000006,0.000022,-0.000014,-0.000029,-0.000007,-0.000111,0.000008,0.000059,0.000012,-0.000370,-0.000015
0.000060,-0.002093,-0.000340,-0.000778,0.000416,-0.000106,0.000688,0.026600,-0.000568,0.037354,-0.000634,0.012567,0.000296,0.002764,0.000794,0.010868,-0.000437,0.001795,-0.000336,0.013474,-0.000794
0.000027,0.000034,0.000015,-0.000021,0.000013,0.000007,0.000003,-0.001081,-0.000006,-0.000634,0.000051,-0.000510,0.000014,-0.000084,-0.000023,-0.000280,0.000008,-0.000232,-0.000015,-0.000288,0.000019
-0.000991,0.000688,0.000105,0.000635,-0.000084,0.000151,0.000248,0.022731,0.000022,0.012567,-0.000510,0.012502,-0.000249,0.002163,0.000398,0.005426,-0.000106,0.005502,0.000392,0.003645,-0.000725
0.000120,-0.000246,-0.000019,-0.000056,0.000061,-0.000015,0.000016,-0.000084,-0.000014,0.000296,0.000014,-0.000249,0.000062,-0.000140,0.000002,-0.000109,0.000030,-0.000368,-0.000048,0.000329,0.000018
-0.000417,0.000230,0.000071,-0.000020,-0.000094,0.000029,-0.000016,0.003689,-0.000029,0.002764,-0.000084,0.002163,-0.000140,0.000944,0.000156,0.001500,-0.000126,0.000955,0.000048,-0.000362,-0.000189
-0.000030,-0.000011,0.000001,-0.000063,0.000013,-0.000001,-0.000000,0.000777,-0.000007,0.000794,-0.000023,0.000398,0.000002,0.000156,0.000051,0.000310,-0.000008,0.000011,-0.000023,0.000004,-0.000045
-0.000302,0.000306,-0.000024,-0.000031,-0.000045,0.000025,0.000139,0.010367,-0.000111,0.010868,-0.000280,0.005426,-0.000109,0.001500,0.000310,0.004035,-0.000236,0.002000,0.000071,0.002057,-0.000447
0.000028,-0.000143,-0.000005,-0.000028,0.000030,-0.000004,0.000003,-0.000296,0.000008,-0.000437,0.000008,-0.000106,0.000030,-0.000126,-0.000008,-0.000236,0.000041,-0.000134,-0.000019,0.000193,0.000029
-0.000255,-0.001782,0.000140,-0.000019,-0.000366,0.000090,-0.000032,0.000118,0.000059,0.001795,-0.000232,0.005502,-0.000368,0.000955,0.000011,0.002000,-0.000134,0.006207,0.000750,-0.001282,-0.000425
0.000011,-0.000267,0.000020,0.000039,-0.000054,0.000008,-0.000016,-0.000386,0.000012,-0.000336,-0.000015,0.000392,-0.000048,0.000048,-0.000023,0.000071,-0.000019,0.000750,0.000110,-0.000413,-0.000040
-0.000584,-0.001964,-0.000439,-0.001622,0.000467,0.000125,0.000297,0.006691,-0.000370,0.013474,-0.000288,0.003645,0.000329,-0.000362,0.000004,0.002057,0.000193,-0.001282,-0.000413,0.020591,0.001120
-0.000046,-0.000331,-0.000024,-0.000114,0.000014,-0.000007,-0.000021,-0.001331,-0.000015,-0.000794,0.000019,-0.000725,0.000018,-0.000189,-0.000045,-0.000447,0.000029,-0.000425,-0.000040,0.001120,0.000170

