0.141851,0.065359,0.000413,0.023044,-0.009808,-0.010443,-0.002520,-0.018968,-0.017543,-0.045719
0.065359,0.130680,0.004172,0.091631,0.004018,0.044780,0.001477,-0.006322,-0.021732,0.032514
0.000413,0.004172,0.000320,0.004551,0.001391,0.001267,0.000230,0.000281,0.000161,0.003899
0.023044,0.091631,0.004551,0.114653,0.016493,0.065874,0.004437,0.003493,-0.001162,0.112687
-0.009808,0.004018,0.001391,0.016493,0.048143,0.013329,0.000978,-0.002254,-0.008506,-0.035868
-0.010443,0.044780,0.001267,0.065874,0.013329,0.124354,0.006315,0.004822,-0.005461,0.069482
-0.002520,0.001477,0.000230,0.004437,0.000978,0.006315,0.000586,0.000844,0.000799,0.006378
-0.018968,-0.006322,0.000281,0.003493,-0.002254,0.004822,0.000844,0.005614,0.003460,0.021706
-0.017543,-0.021732,0.000161,-0.001162,-0.008506,-0.005461,0.000799,0.003460,0.024530,0.074106
-0.045719,0.032514,0.003899,0.112687,-0.035868,0.069482,0.006378,0.021706,0.074106,0.392972

