0.022804,0.000900,0.000295,-0.004880,0.007169,-0.005064,0.007161,-0.000253,0.002897,0.002920
0.000900,0.004041,0.000624,-0.000834,0.002802,-0.001735,0.001294,0.004917,0.001402,-0.000720
0.000295,0.000624,0.005679,-0.001113,0.001445,0.001035,0.012588,-0.004162,0.003270,0.002445
-0.004880,-0.000834,-0.001113,0.030091,-0.002310,0.026850,-0.004235,0.015730,0.002434,0.000113
0.007169,0.002802,0.001445,-0.002310,0.016899,-0.001216,0.011090,0.005030,0.003277,0.008786
-0.005064,-0.001735,0.001035,0.026850,-0.001216,0.034277,-0.000751,0.008267,0.001857,-0.002035
0.007161,0.001294,0.012588,-0.004235,0.011090,-0.000751,0.041199,-0.013043,0.005702,0.023719
-0.000253,0.004917,-0.004162,0.015730,0.005030,0.008267,-0.013043,0.025593,0.003811,-0.005391
0.002897,0.001402,0.003270,0.002434,0.003277,0.001857,0.005702,0.003811,0.004861,-0.001877
0.002920,-0.000720,0.002445,0.000113,0.008786,-0.002035,0.023719,-0.005391,-0.001877,0.032056

