0.028948,0.008625,0.003264,0.018467,0.004081,-0.000596,0.000882,-0.002802,0.004730,0.000329
0.008625,0.026737,0.005242,0.018662,-0.003577,0.007424,0.011581,0.004101,-0.001739,-0.002000
0.003264,0.005242,0.001452,0.007897,0.001950,0.001425,0.002323,0.000987,-0.000874,-0.000624
0.018467,0.018662,0.007897,0.082751,0.027665,0.004255,0.018002,0.020364,-0.006274,-0.010036
0.004081,-0.003577,0.001950,0.027665,0.033755,0.004997,-0.001379,0.006387,-0.000392,-0.007140
-0.000596,0.007424,0.001425,0.004255,0.004997,0.005564,0.005880,0.002709,0.000612,-0.001273
0.000882,0.011581,0.002323,0.018002,-0.001379,0.005880,0.029254,0.011758,-0.005808,-0.004475
-0.002802,0.004101,0.000987,0.020364,0.006387,0.002709,0.011758,0.016160,-0.001432,-0.006173
0.004730,-0.001739,-0.000874,-0.006274,-0.000392,0.000612,-0.005808,-0.001432,0.008894,0.003599
0.000329,-0.002000,-0.000624,-0.010036,-0.007140,-0.001273,-0.004475,-0.006173,0.003599,0.007812

