0.0673,0.4802,0.1262,0.5065,0.0684,0.3181,0.1293,0.5465,0.0874,1.6011,0.1391,0.4305,0.0650,0.6396,0.1481,0.3835,0.1132,0.4101,0.0869,0.8998,0.1388
0.0808,0.4420,0.0958,0.4014,0.0739,0.3175,0.1333,0.9197,0.0908,0.6844,0.1246,0.3980,0.0721,0.1986,0.1462,0.5379,0.1082,0.3747,0.0642,0.8030,0.0774
0.0665,0.5353,0.0879,0.4128,0.0581,0.4695,0.1119,0.6544,0.0747,0.9767,0.1404,0.4450,0.0771,0.3862,0.1080,0.3675,0.1098,0.3560,0.0705,0.6056,0.0710
0.0768,0.4955,0.0847,0.4133,0.0684,0.6004,0.1222,0.7452,0.0993,1.0027,0.1375,0.3869,0.0636,0.3653,0.1088,0.2957,0.1080,0.4474,0.0710,0.9990,0.0871
0.0679,0.3589,0.0921,0.3336,0.0694,0.2821,0.1161,0.4496,0.1024,0.9548,0.1181,0.3791,0.0750,0.1962,0.1307,0.2089,0.0866,0.3616,0.0584,0.7381,0.0847
0.0573,0.5188,0.0953,0.5613,0.0547,0.2062,0.1272,0.6083,0.0581,1.0213,0.1415,0.3925,0.0565,0.1775,0.1243,0.2334,0.0839,0.4072,0.0676,0.6834,0.0824
0.0721,0.3035,0.0903,0.3299,0.0607,0.1937,0.1037,0.5243,0.0882,1.3499,0.1304,0.4229,0.0647,0.1669,0.1256,0.2302,0.0839,0.3486,0.0821,0.9341,0.1180
0.0721,0.2897,0.0705,0.3033,0.0568,0.1120,0.1022,0.3363,0.0607,0.5313,0.1078,0.2712,0.0657,0.1223,0.1117,0.1740,0.0948,0.3334,0.0613,0.6782,0.0673
0.0512,0.5092,0.0591,0.3185,0.0568,0.1698,0.0940,0.3990,0.0861,0.7143,0.1201,0.3125,0.0615,0.1294,0.1193,0.1969,0.0702,0.3235,0.0634,1.0331,0.0903
0.0660,0.3612,0.0808,0.3270,0.0636,0.2191,0.0987,0.4280,0.0911,0.8387,0.1286,0.3104,0.0692,0.1450,0.1151,0.1949,0.0797,0.3254,0.0631,0.6129,0.0737
