0.1043,0.0712,0.0562,0.1251,0.0789,0.1320,0.0536,0.4325,0.0797,0.5954,0.0541,0.0866,0.0874,0.0460,0.0547,0.0645,0.0842,0.1259,0.0713,0.1548,0.0668
0.0850,0.0664,0.0536,0.3159,0.0742,0.0898,0.0557,0.5333,0.0581,0.2423,0.0798,0.0829,0.0800,0.0450,0.0665,0.0911,0.0663,0.1839,0.0932,0.6179,0.0349
0.0842,0.2039,0.0700,0.0758,0.0673,0.0937,0.0652,0.2459,0.0573,0.3410,0.0594,0.1317,0.0821,0.1144,0.0470,0.1584,0.0887,0.1678,0.0969,0.5868,0.0576
0.0855,0.0680,0.0642,0.1241,0.0847,0.0993,0.0639,0.5708,0.1117,0.4564,0.0705,0.0858,0.0869,0.0394,0.0613,0.0821,0.0763,0.1301,0.0713,0.1173,0.0686
0.0948,0.0316,0.0539,0.0998,0.0665,0.0842,0.0599,0.1990,0.0483,0.2204,0.0541,0.0692,0.0763,0.0450,0.0541,0.0478,0.0797,0.1301,0.0792,0.1408,0.0636
0.0784,0.0899,0.0692,0.0781,0.0734,0.0679,0.0702,0.2037,0.0636,0.2102,0.0594,0.0905,0.0789,0.0531,0.0634,0.0594,0.0985,0.3868,0.0808,0.2334,0.0763
0.0969,0.0712,0.0713,0.0850,0.0882,0.0795,0.0623,0.2248,0.0634,0.2041,0.0576,0.0921,0.0818,0.3442,0.0660,0.0732,0.0776,0.1375,0.0805,0.1551,0.0639
0.0900,0.0503,0.0760,0.0628,0.0847,0.1140,0.0642,0.3354,0.0562,0.3640,0.0781,0.0880,0.0779,0.0310,0.0605,0.0452,0.0768,0.1380,0.0784,0.1168,0.0602
0.1066,0.1401,0.0671,0.0966,0.0853,0.0475,0.0650,0.2594,0.1056,0.3070,0.0922,0.0639,0.0850,0.0595,0.0547,0.0296,0.0642,0.1478,0.0905,0.1424,0.0639
0.1124,0.2596,0.0800,0.0512,0.0763,0.0681,0.0676,0.2064,0.1074,0.2753,0.0718,0.1022,0.0837,0.0249,0.0636,0.0697,0.0673,0.1443,0.0850,0.1427,0.0752
