0.1016,0.0725,0.0847,0.0518,0.0684,0.0639,0.0531,1.1795,0.0694,0.3324,0.0964,0.5988,0.1077,0.4426,0.1322,0.2362,0.0921,0.0435,0.0961,0.3482,0.0884
0.1278,0.1517,0.0890,0.0921,0.1006,0.0312,0.0779,0.7357,0.1072,0.5952,0.0927,0.2504,0.0671,0.6181,0.0655,0.3716,0.0929,0.1644,0.0821,0.1543,0.0668
0.0861,0.1551,0.0898,0.0153,0.0729,0.0533,0.0499,0.9482,0.0924,0.4967,0.0808,0.2479,0.0623,0.6479,0.1080,0.0109,0.0752,0.1180,0.0842,0.1065,0.1008
0.0987,0.2575,0.1061,0.0225,0.0995,0.4832,0.1280,0.2185,0.1180,0.5178,0.0911,0.5579,0.0763,0.1856,0.0879,0.0304,0.1164,0.0269,0.1190,0.1136,0.0990
0.0789,0.1113,0.1256,0.0591,0.0705,0.0114,0.0594,0.2393,0.1077,0.3017,0.1241,0.1074,0.0774,0.2843,0.1243,0.0175,0.0855,0.3159,0.0871,0.1395,0.0747
0.0847,0.1113,0.0942,0.1647,0.0818,0.0270,0.0797,0.2729,0.1066,0.4305,0.0987,0.3499,0.0816,0.0582,0.0895,0.0354,0.0832,0.5956,0.0866,0.1250,0.1014
0.0692,0.1229,0.1136,-0.0349,0.1101,0.0810,0.0496,0.8745,0.0876,0.4856,0.0953,0.3378,0.0763,0.0853,0.0682,-0.0172,0.0917,0.0581,0.0742,0.1173,0.0826
0.0781,0.1345,0.0911,0.0233,0.0694,0.0333,0.0702,0.2847,0.0969,0.4329,0.1138,0.1644,0.0964,0.1373,0.0877,-0.0285,0.1175,0.4317,0.0948,0.1326,0.0489
0.0908,0.0387,0.0879,0.0557,0.0372,0.0858,0.0927,0.3837,0.1146,0.3231,0.1164,0.1095,0.1109,0.0571,0.1302,-0.0069,0.0851,0.3549,0.0995,0.1828,0.0932
0.0892,0.0649,0.0837,0.0074,0.0591,0.0401,0.0700,0.2560,0.0858,0.4864,0.1183,0.2317,0.0911,0.0550,0.0626,0.1761,0.0787,0.0087,0.1045,0.1205,0.0832
