0.000357,-0.001064,-0.000030,0.000292,-0.000018,0.000102,-0.000041,0.001227,0.000051,0.000282,-0.000086,-0.001019,-0.000020,-0.000100,0.000001,0.000026,-0.000046,0.000536,-0.000036,-0.000320,-0.000249
-0.001064,0.020845,0.000544,-0.001542,-0.000229,-0.000208,0.001155,-0.009636,-0.000248,0.002306,-0.000091,-0.006393,-0.000443,-0.000514,-0.000757,-0.000971,-0.000421,-0.004053,0.000158,-0.004813,0.000427
-0.000030,0.000544,0.000102,0.000125,0.000002,0.000065,0.000045,0.000454,-0.000075,-0.000292,-0.000006,-0.000105,-0.000009,-0.000024,-0.000024,-0.000014,-0.000007,-0.000447,-0.000044,-0.000470,0.000002
0.000292,-0.001542,0.000125,0.003360,0.000369,0.001476,0.000014,-0.001133,-0.000344,0.001398,-0.000366,-0.000742,0.000268,0.000746,0.000015,0.000090,-0.000152,-0.001327,-0.000474,-0.000655,0.000042
-0.000018,-0.000229,0.000002,0.000369,0.000126,0.000276,0.000102,-0.000445,-0.000043,0.000107,-0.000053,-0.000468,0.000046,0.000065,0.000005,-0.000011,0.000008,-0.000007,-0.000013,-0.000327,0.000109
0.000102,-0.000208,0.000065,0.001476,0.000276,0.001226,0.000294,-0.002095,-0.000137,0.001035,-0.000145,-0.001478,0.000140,0.000163,-0.000040,0.000053,-0.000102,0.000294,-0.000183,-0.001072,0.000185
-0.000041,0.001155,0.000045,0.000014,0.000102,0.000294,0.000304,-0.001035,-0.000015,-0.000135,-0.000024,-0.001608,-0.000013,-0.000154,-0.000049,-0.000129,-0.000017,0.000007,0.000007,-0.001421,0.000046
0.001227,-0.009636,0.000454,-0.001133,-0.000445,-0.002095,-0.001035,0.026722,-0.000094,-0.004735,0.000300,0.003673,-0.000128,-0.001065,0.000473,0.000595,0.000485,-0.002211,0.000171,0.000431,-0.001261
0.000051,-0.000248,-0.000075,-0.000344,-0.000043,-0.000137,-0.000015,-0.000094,0.000118,0.000076,0.000061,-0.000175,0.000004,-0.000080,-0.000017,0.000003,-0.000013,0.000663,0.000074,-0.000028,-0.000072
0.000282,0.002306,-0.000292,0.001398,0.000107,0.001035,-0.000135,-0.004735,0.000076,0.005774,-0.000278,-0.000959,0.000115,0.000480,-0.000138,0.000243,-0.000296,0.001401,0.000040,0.002928,0.000350
-0.000086,-0.000091,-0.000006,-0.000366,-0.000053,-0.000145,-0.000024,0.000300,0.000061,-0.000278,0.000134,0.000641,0.000030,-0.000054,0.000001,0.000034,0.000014,0.000169,0.000047,0.000010,-0.000008
-0.001019,-0.006393,-0.000105,-0.000742,-0.000468,-0.001478,-0.001608,0.003673,-0.000175,-0.000959,0.000641,0.015009,0.000270,0.001167,0.000519,0.000897,0.000378,-0.002106,-0.000086,0.009743,0.000613
-0.000020,-0.000443,-0.000009,0.000268,0.000046,0.000140,-0.000013,-0.000128,0.000004,0.000115,0.000030,0.000270,0.000075,0.000099,-0.000001,0.000045,-0.000011,0.000097,-0.000014,-0.000024,0.000040
-0.000100,-0.000514,-0.000024,0.000746,0.000065,0.000163,-0.000154,-0.001065,-0.000080,0.000480,-0.000054,0.001167,0.000099,0.000397,0.000022,0.000069,-0.000016,-0.000435,-0.000092,0.000937,0.000143
0.000001,-0.000757,-0.000024,0.000015,0.000005,-0.000040,-0.000049,0.000473,-0.000017,-0.000138,0.000001,0.000519,-0.000001,0.000022,0.000071,0.000022,0.000046,-0.000207,-0.000020,0.000425,-0.000003
0.000026,-0.000971,-0.000014,0.000090,-0.000011,0.000053,-0.000129,0.000595,0.000003,0.000243,0.000034,0.000897,0.000045,0.000069,0.000022,0.000136,0.000005,0.000337,0.000006,0.000755,0.000052
-0.000046,-0.000421,-0.000007,-0.000152,0.000008,-0.000102,-0.000017,0.000485,-0.000013,-0.000296,0.000014,0.000378,-0.000011,-0.000016,0.000046,0.000005,0.000052,-0.000153,0.000019,0.000240,0.000035
0.000536,-0.004053,-0.000447,-0.001327,-0.000007,0.000294,0.000007,-0.002211,0.000663,0.001401,0.000169,-0.002106,0.000097,-0.000435,-0.000207,0.000337,-0.000153,0.006935,0.000470,0.000200,-0.000013
-0.000036,0.000158,-0.000044,-0.000474,-0.000013,-0.000183,0.000007,0.000171,0.000074,0.000040,0.000047,-0.000086,-0.000014,-0.000092,-0.000020,0.000006,0.000019,0.000470,0.000122,0.000133,0.000054
-0.000320,-0.004813,-0.000470,-0.000655,-0.000327,-0.001072,-0.001421,0.000431,-0.000028,0.002928,0.000010,0.009743,-0.000024,0.000937,0.000425,0.000755,0.000240,0.000200,0.000133,0.010997,0.000665
-0.000249,0.000427,0.000002,0.000042,0.000109,0.000185,0.000046,-0.001261,-0.000072,0.000350,-0.000008,0.000613,0.000040,0.000143,-0.000003,0.000052,0.000035,-0.000013,0.000054,0.000665,0.000358

