0.137781,0.139457,-0.001372,-0.001786,-0.027983,-0.029087,-0.050843,-0.050433,-0.034392,-0.034693,-0.018760,-0.018473,-0.007723,-0.010411,-0.000464,0.000593,0.107528,0.108175,-0.021292,-0.020825
0.139457,0.141285,-0.001343,-0.001783,-0.027784,-0.028891,-0.049828,-0.049394,-0.032170,-0.032497,-0.017200,-0.016876,-0.007647,-0.010234,-0.000491,0.000634,0.108530,0.109183,-0.020436,-0.019957
-0.001372,-0.001343,0.000171,0.000191,0.003737,0.003762,0.003230,0.003203,0.002967,0.002967,0.000492,0.000457,0.000269,0.000190,0.000110,0.000069,0.000218,0.000190,0.000005,-0.000018
-0.001786,-0.001783,0.000191,0.000248,0.004378,0.004395,0.005047,0.005013,0.002028,0.002009,0.000166,0.000199,0.000286,0.000167,0.000119,0.000083,0.001326,0.001299,-0.000219,-0.000261
-0.027983,-0.027784,0.003737,0.004378,0.116694,0.117061,0.096730,0.095658,-0.035009,-0.034699,0.026547,0.025593,-0.006122,-0.006983,0.000801,0.000437,0.017653,0.016782,0.004847,0.004773
-0.029087,-0.028891,0.003762,0.004395,0.117061,0.117456,0.096853,0.095760,-0.034415,-0.034103,0.026885,0.025890,-0.006144,-0.006969,0.000814,0.000402,0.016386,0.015511,0.005179,0.005117
-0.050843,-0.049828,0.003230,0.005047,0.096730,0.096853,0.208264,0.207797,-0.017802,-0.018886,0.041474,0.045220,-0.003065,-0.001717,0.000630,0.002701,0.050639,0.050168,0.018690,0.017965
-0.050433,-0.049394,0.003203,0.005013,0.095658,0.095760,0.207797,0.207374,-0.016320,-0.017415,0.041235,0.045034,-0.002784,-0.001449,0.000640,0.002783,0.050653,0.050188,0.018430,0.017679
-0.034392,-0.032170,0.002967,0.002028,-0.035009,-0.034415,-0.017802,-0.016320,0.419185,0.419704,-0.023986,-0.026402,0.044945,0.042366,0.006489,0.004755,-0.063446,-0.063575,-0.002842,-0.004545
-0.034693,-0.032497,0.002967,0.002009,-0.034699,-0.034103,-0.018886,-0.017415,0.419704,0.420273,-0.023864,-0.026384,0.044910,0.042344,0.006484,0.004709,-0.064292,-0.064434,-0.002604,-0.004285
-0.018760,-0.017200,0.000492,0.000166,0.026547,0.026885,0.041474,0.041235,-0.023986,-0.023864,0.047505,0.047524,-0.006548,-0.002626,-0.001554,-0.000630,-0.014022,-0.014248,0.030861,0.031719
-0.018473,-0.016876,0.000457,0.000199,0.025593,0.025890,0.045220,0.045034,-0.026402,-0.026384,0.047524,0.047882,-0.006474,-0.002563,-0.001550,-0.000427,-0.010434,-0.010630,0.030585,0.031402
-0.007723,-0.007647,0.000269,0.000286,-0.006122,-0.006144,-0.003065,-0.002784,0.044945,0.044910,-0.006548,-0.006474,0.006556,0.006087,0.000603,0.000451,-0.008882,-0.008898,-0.002422,-0.002841
-0.010411,-0.010234,0.000190,0.000167,-0.006983,-0.006969,-0.001717,-0.001449,0.042366,0.042344,-0.002626,-0.002563,0.006087,0.006115,0.000328,0.000190,-0.012850,-0.012873,0.000932,0.000584
-0.000464,-0.000491,0.000110,0.000119,0.000801,0.000814,0.000630,0.000640,0.006489,0.006484,-0.001554,-0.001550,0.000603,0.000328,0.000311,0.000336,0.001126,0.001127,-0.001498,-0.001523
0.000593,0.000634,0.000069,0.000083,0.000437,0.000402,0.002701,0.002783,0.004755,0.004709,-0.000630,-0.000427,0.000451,0.000190,0.000336,0.000630,0.003438,0.003450,-0.001668,-0.001701
0.107528,0.108530,0.000218,0.001326,0.017653,0.016386,0.050639,0.050653,-0.063446,-0.064292,-0.014022,-0.010434,-0.008882,-0.012850,0.001126,0.003438,0.171157,0.171726,-0.020201,-0.019731
0.108175,0.109183,0.000190,0.001299,0.016782,0.015511,0.050168,0.050188,-0.063575,-0.064434,-0.014248,-0.010630,-0.008898,-0.012873,0.001127,0.003450,0.171726,0.172306,-0.020309,-0.019836
-0.021292,-0.020436,0.000005,-0.000219,0.004847,0.005179,0.018690,0.018430,-0.002842,-0.002604,0.030861,0.030585,-0.002422,0.000932,-0.001498,-0.001668,-0.020201,-0.020309,0.026761,0.027448
-0.020825,-0.019957,-0.000018,-0.000261,0.004773,0.005117,0.017965,0.017679,-0.004545,-0.004285,0.031719,0.031402,-0.002841,0.000584,-0.001523,-0.001701,-0.019731,-0.019836,0.027448,0.028203

