0.162986,0.004436,0.002216,-0.079974,-0.005817,-0.011027,-0.007852,0.003348,-0.006717,0.008170
0.004436,0.003293,0.004258,-0.004904,0.000200,0.000316,-0.002896,0.002732,-0.001142,-0.000518
0.002216,0.004258,0.008166,-0.007496,-0.005474,-0.001658,-0.002944,0.005713,-0.003378,0.000890
-0.079974,-0.004904,-0.007496,0.079207,0.007808,0.010066,0.020021,-0.007022,0.014662,-0.009557
-0.005817,0.000200,-0.005474,0.007808,0.017193,0.008898,-0.002243,-0.005376,0.003264,-0.002763
-0.011027,0.000316,-0.001658,0.010066,0.008898,0.010831,-0.000663,-0.002285,0.000401,-0.003204
-0.007852,-0.002896,-0.002944,0.020021,-0.002243,-0.000663,0.012855,-0.002235,0.004205,-0.002001
0.003348,0.002732,0.005713,-0.007022,-0.005376,-0.002285,-0.002235,0.013620,-0.004401,0.006583
-0.006717,-0.001142,-0.003378,0.014662,0.003264,0.000401,0.004205,-0.004401,0.005547,-0.004778
0.008170,-0.000518,0.000890,-0.009557,-0.002763,-0.003204,-0.002001,0.006583,-0.004778,0.012930

