0.117940,-0.000198,0.001184,0.064859,-0.001195,-0.001314,0.046736,0.043374,-0.003319,0.035143
-0.000198,0.000555,-0.000186,0.002996,-0.000599,-0.000088,-0.000857,-0.000100,-0.000096,0.000267
0.001184,-0.000186,0.000354,0.000814,0.000928,0.000380,0.001795,0.001066,0.000449,0.001484
0.064859,0.002996,0.000814,0.112711,-0.005055,0.005919,0.040948,0.034139,0.009194,0.031323
-0.001195,-0.000599,0.000928,-0.005055,0.003677,0.002719,0.002777,0.001042,0.001962,0.002495
-0.001314,-0.000088,0.000380,0.005919,0.002719,0.007464,0.005304,0.003438,0.006139,0.005550
0.046736,-0.000857,0.001795,0.040948,0.002777,0.005304,0.039097,0.032746,0.006243,0.038180
0.043374,-0.000100,0.001066,0.034139,0.001042,0.003438,0.032746,0.030205,0.004028,0.034026
-0.003319,-0.000096,0.000449,0.009194,0.001962,0.006139,0.006243,0.004028,0.005949,0.007623
0.035143,0.000267,0.001484,0.031323,0.002495,0.005550,0.038180,0.034026,0.007623,0.071702

