0.000175,0.000990,0.000815,0.000016,0.000054,0.000038,0.000150,0.000041,-0.000109,0.000037,0.000350,0.000313,-0.000004,-0.000384,-0.000380,0.000066,0.000166,0.000100,0.000161,0.000412,0.000250,-0.000094,-0.000126,-0.000032,-0.000020,-0.000025,-0.000005,0.000118,0.000754,0.000636,-0.000005
0.000990,0.017845,0.016854,-0.000001,0.000477,0.000478,0.001317,0.001287,-0.000030,-0.000049,0.005327,0.005377,-0.001009,-0.003416,-0.002407,0.000811,-0.000225,-0.001035,0.001689,0.008641,0.006952,-0.000525,-0.001148,-0.000622,-0.000066,0.001802,0.001868,0.000962,0.003385,0.002423,-0.000336
0.000815,0.016854,0.016039,-0.000017,0.000423,0.000440,0.001167,0.001246,0.000079,-0.000087,0.004977,0.005064,-0.001005,-0.003032,-0.002027,0.000745,-0.000391,-0.001135,0.001528,0.008230,0.006702,-0.000431,-0.001021,-0.000590,-0.000046,0.001827,0.001873,0.000844,0.002631,0.001787,-0.000331
0.000016,-0.000001,-0.000017,0.000042,0.000018,-0.000024,0.000052,0.000041,-0.000010,0.000025,0.000272,0.000247,0.000023,-0.000027,-0.000050,-0.000008,0.000196,0.000204,0.000039,0.000233,0.000195,0.000023,-0.000019,-0.000042,-0.000002,0.000063,0.000065,0.000003,0.000025,0.000022,0.000026
0.000054,0.000477,0.000423,0.000018,0.000171,0.000153,0.000021,-0.000060,-0.000081,0.000078,0.002475,0.002396,-0.000023,-0.000508,-0.000484,0.000031,0.000458,0.000427,0.000007,-0.000085,-0.000093,-0.000082,0.000052,0.000134,0.000041,0.000027,-0.000014,-0.000049,0.000024,0.000073,-0.000007
0.000038,0.000478,0.000440,-0.000024,0.000153,0.000177,-0.000031,-0.000102,-0.000071,0.000054,0.002203,0.002149,-0.000047,-0.000481,-0.000434,0.000038,0.000261,0.000223,-0.000032,-0.000319,-0.000287,-0.000105,0.000071,0.000176,0.000043,-0.000036,-0.000079,-0.000052,-0.000001,0.000051,-0.000033
0.000150,0.001317,0.001167,0.000052,0.000021,-0.000031,0.000241,0.000215,-0.000026,0.000036,0.000070,0.000034,-0.000085,-0.000108,-0.000023,0.000042,0.000358,0.000316,0.000255,0.001010,0.000755,-0.000043,-0.000132,-0.000090,-0.000022,0.000157,0.000178,0.000118,0.000794,0.000676,0.000015
0.000041,0.001287,0.001246,0.000041,-0.000060,-0.000102,0.000215,0.000372,0.000157,-0.000038,-0.000903,-0.000865,-0.000084,0.000451,0.000535,-0.000003,0.000270,0.000273,0.000264,0.001485,0.001221,-0.000001,-0.000100,-0.000100,-0.000017,0.000308,0.000325,0.000087,0.000488,0.000402,0.000012
-0.000109,-0.000030,0.000079,-0.000010,-0.000081,-0.000071,-0.000026,0.000157,0.000183,-0.000075,-0.000973,-0.000898,0.000000,0.000559,0.000558,-0.000045,-0.000088,-0.000044,0.000009,0.000475,0.000466,0.000042,0.000032,-0.000010,0.000004,0.000151,0.000147,-0.000032,-0.000306,-0.000274,-0.000003
0.000037,-0.000049,-0.000087,0.000025,0.000078,0.000054,0.000036,-0.000038,-0.000075,0.000111,0.001746,0.001635,-0.000034,-0.000075,-0.000040,0.000002,0.000619,0.000617,-0.000068,-0.000285,-0.000218,0.000002,0.000083,0.000081,0.000036,0.000062,0.000026,-0.000055,0.000274,0.000328,0.000034
0.000350,0.005327,0.004977,0.000272,0.002475,0.002203,0.000070,-0.000903,-0.000973,0.001746,0.056812,0.055067,-0.000518,-0.001980,-0.001462,0.000546,0.016800,0.016254,-0.000613,-0.001871,-0.001258,-0.000526,0.002432,0.002958,0.001085,0.003182,0.002097,-0.001698,0.004369,0.006068,0.000639
0.000313,0.005377,0.005064,0.000247,0.002396,0.002149,0.000034,-0.000865,-0.000898,0.001635,0.055067,0.053432,-0.000484,-0.001905,-0.001422,0.000544,0.016181,0.015637,-0.000545,-0.001586,-0.001040,-0.000528,0.002349,0.002877,0.001050,0.003121,0.002071,-0.001644,0.004096,0.005740,0.000605
