0.000615,0.001346,0.000731,-0.000173,0.002058,0.002231,0.000170,0.000341,0.000172,0.000052,0.000084,0.000032,0.000147,-0.000749,-0.000896,0.000389,0.002483,0.002094,0.000230,0.001759,0.001529,0.000493,0.000204,-0.000289,0.000127,-0.004037,-0.004164,-0.000151,-0.000255,-0.000104,0.000161
0.001346,0.132814,0.131467,0.000078,-0.044754,-0.044833,-0.000085,0.029577,0.029662,-0.003848,-0.024096,-0.020248,0.000283,0.005997,0.005714,0.000562,-0.014761,-0.015324,-0.000220,-0.006419,-0.006200,-0.001640,-0.001972,-0.000331,0.002266,0.002595,0.000329,-0.003998,0.030249,0.034247,-0.001064
0.000731,0.131467,0.130736,0.000251,-0.046812,-0.047064,-0.000254,0.029236,0.029491,-0.003900,-0.024180,-0.020280,0.000136,0.006746,0.006609,0.000173,-0.017244,-0.017418,-0.000450,-0.008179,-0.007729,-0.002133,-0.002175,-0.000042,0.002139,0.006633,0.004493,-0.003848,0.030503,0.034351,-0.001225
-0.000173,0.000078,0.000251,0.000233,0.004738,0.004505,-0.000048,-0.000120,-0.000073,-0.000077,-0.000305,-0.000228,-0.000110,-0.001494,-0.001384,-0.000021,-0.000743,-0.000722,-0.000020,-0.000020,-0.000001,0.000013,0.000168,0.000155,0.000110,0.000440,0.000330,0.000048,0.000260,0.000212,0.000030
0.002058,-0.044754,-0.046812,0.004738,0.201449,0.196711,0.000539,-0.024854,-0.025393,0.000124,0.004460,0.004336,-0.001511,-0.044661,-0.043150,0.004806,0.023534,0.018728,0.001793,0.006628,0.004835,0.007393,0.007868,0.000475,0.004621,-0.030638,-0.035259,-0.000081,-0.006065,-0.005984,0.002840
0.002231,-0.044833,-0.047064,0.004505,0.196711,0.192206,0.000587,-0.024733,-0.025321,0.000201,0.004765,0.004564,-0.001401,-0.043167,-0.041766,0.004827,0.024277,0.019450,0.001813,0.006648,0.004836,0.007379,0.007700,0.000320,0.004511,-0.031077,-0.035588,-0.000129,-0.006325,-0.006196,0.002810
0.000170,-0.000085,-0.000254,-0.000048,0.000539,0.000587,0.000130,-0.000481,-0.000611,0.000012,-0.000371,-0.000382,0.000051,-0.000513,-0.000564,0.000123,0.001139,0.001016,0.000082,0.001072,0.000990,0.000174,0.000030,-0.000145,0.000055,-0.003574,-0.003630,-0.000035,-0.000396,-0.000361,0.000082
0.000341,0.029577,0.029236,-0.000120,-0.024854,-0.024733,-0.000481,0.074115,0.074596,-0.000318,0.010022,0.010340,0.001165,-0.011671,-0.012836,-0.001675,-0.020899,-0.019223,0.000442,0.001182,0.000740,-0.001311,0.000963,0.002274,-0.001407,-0.002737,-0.001330,0.000368,0.011007,0.010639,-0.001183
0.000172,0.029662,0.029491,-0.000073,-0.025393,-0.025321,-0.000611,0.074596,0.075207,-0.000330,0.010392,0.010722,0.001114,-0.011158,-0.012272,-0.001798,-0.022037,-0.020239,0.000359,0.000109,-0.000250,-0.001485,0.000933,0.002419,-0.001463,0.000837,0.002300,0.000403,0.011403,0.011000,-0.001265
0.000052,-0.003848,-0.003900,-0.000077,0.000124,0.000201,0.000012,-0.000318,-0.000330,0.000196,0.000300,0.000104,0.000075,0.000170,0.000095,0.000037,0.000402,0.000366,0.000025,0.000894,0.000869,0.000114,0.000110,-0.000004,-0.000057,-0.000859,-0.000803,0.000004,-0.000234,-0.000238,0.000024
