0.0743,0.0198,0.0343,0.2289,0.2050,0.1176,0.0120,0.0916,0.1126,0.1703
0.0946,0.0185,0.0454,0.5643,0.3941,0.0488,0.0099,0.0710,0.1176,0.1449
0.0202,0.0428,0.0014,0.4364,0.3139,0.0251,0.0658,0.0249,0.1079,0.1518
0.1521,0.0077,0.2972,0.7919,0.5815,0.0111,0.0223,0.0344,0.1297,0.1436
0.0975,0.0011,0.0124,0.1653,0.3142,0.0206,0.0391,0.0135,0.1076,0.1157
0.0891,0.0124,-0.0024,0.1319,0.1472,-0.0206,0.0362,0.0249,0.1052,0.1370
0.1489,-0.0061,0.0029,0.1922,0.1802,-0.0166,0.0033,0.0059,0.1021,0.2467
0.3546,-0.0188,-0.0056,0.1377,0.2190,-0.0114,0.0093,0.0080,0.1065,0.2536
0.0946,-0.0153,0.0014,0.2869,0.3501,0.0744,0.0328,-0.0353,0.1044,0.1078
0.0727,0.0248,-0.0032,0.2152,0.1639,0.0367,-0.0013,0.0167,0.1068,0.1046
