0.6033,0.5156,0.1815,1.2819,0.7163,0.6058,0.0589,0.7179,2.4266,5.2025
0.8390,0.1290,0.0591,1.0812,0.6757,0.7511,0.1588,0.5602,0.4090,0.9455
0.5012,0.6073,0.0791,0.6954,0.6068,0.6838,0.1430,0.1201,0.6535,0.5384
0.2315,0.1245,0.0462,0.8122,2.1435,0.7353,0.1296,0.1332,0.4984,0.3359
0.7380,0.1050,0.0580,1.1426,0.4197,0.7603,0.2976,0.1259,0.4077,0.1663
0.8322,0.1200,0.1116,1.0342,0.3835,0.4620,0.0766,0.0847,0.4876,1.2986
0.3143,0.4623,0.0926,0.9530,0.4468,0.5559,0.0998,0.1074,0.4098,0.1805
0.3971,0.1031,0.0551,0.9944,0.3756,0.3484,0.1048,0.0884,0.6687,0.2241
0.3377,0.1324,0.0504,0.9422,0.5310,0.7962,0.1264,0.0926,0.3705,0.3082
0.3950,0.5720,0.1356,0.8093,1.0480,0.6749,0.1101,0.0734,0.4217,0.2285
