0.7064,0.0283,0.1506,0.6097,0.6082,0.4542,0.0431,0.0304,0.2265,0.1916
0.1373,0.0362,0.1124,0.6761,0.4701,0.1701,0.2738,0.1781,0.0865,0.7512
0.1824,0.0098,0.1511,0.3486,0.3569,0.0868,0.0410,0.0539,0.0952,0.2639
0.2499,0.0786,0.0565,0.6658,0.2804,0.1451,0.0412,0.1720,0.3615,1.7841
0.1742,-0.0122,0.1079,0.3112,0.2538,0.1659,0.0571,0.0412,0.1108,0.1526
0.1916,0.0145,0.0462,0.3605,0.2839,0.0826,0.0080,0.0502,0.0636,0.2987
0.1297,-0.0119,0.0472,0.6600,0.2812,0.0989,-0.0132,0.0758,0.0709,0.2589
0.1906,0.4362,0.0396,0.4573,0.2324,0.0834,0.0183,0.0185,0.1208,0.2451
0.2431,0.0079,0.1008,0.3209,0.2797,0.0702,0.0317,0.0417,0.0712,0.2823
0.1170,0.0145,0.0393,0.4108,0.2314,0.0691,0.0128,0.0238,0.0707,0.1278
