0.1529,0.1124,0.1928,0.5749,1.0586,0.8916,0.0776,0.2044,0.2244,0.1840
0.2365,0.2041,0.2160,0.3977,0.8033,0.2076,0.1103,0.1079,0.2318,0.1658
0.2243,0.1137,0.1836,0.3386,0.4247,0.1635,0.1159,0.0164,0.1566,0.5315
0.3739,0.1250,0.2680,0.4762,0.2797,0.1910,0.1124,0.0494,0.1174,0.1513
0.2038,0.0984,0.1514,0.6550,0.3207,0.0836,0.0879,0.0220,0.1400,0.1576
0.2531,0.1501,0.5694,0.3043,0.4890,0.0989,0.0737,0.0075,0.1118,0.1478
0.1653,0.1068,0.6640,0.6730,0.3168,0.0644,0.1151,0.0412,0.1464,0.1531
0.1758,0.0865,0.1271,0.5904,0.5876,0.2010,0.1227,0.0172,0.1295,0.1887
0.1386,0.1134,0.1559,0.3995,0.2817,0.0528,0.0995,0.1116,0.0989,0.4938
1.3315,0.1583,0.9691,0.2740,0.2451,0.0770,0.0589,0.3207,0.1392,0.1341
