3.7051,3.9165,0.6315,1.1415,0.5532,0.2313,0.0648,0.1288,0.1549,0.8066
0.3541,0.0478,0.0750,0.5647,0.3941,0.2136,0.1663,0.1199,0.1317,1.1499
0.2229,0.0847,0.0710,0.7418,0.5638,0.2439,0.0885,0.0718,0.1829,0.1952
0.3789,0.0681,0.0882,0.6887,0.3693,2.7478,0.0827,0.0283,0.1275,0.1981
0.8182,0.0758,0.1156,0.7222,0.3463,0.1454,0.0621,0.0531,0.1224,0.2147
0.3121,0.1341,0.1399,0.5497,0.6152,0.1351,0.0360,0.1038,0.1275,0.5889
0.1894,0.1159,0.0652,0.7745,0.3121,0.1431,0.0426,0.0761,0.1164,0.1838
0.4791,0.0560,0.1064,0.4278,0.3574,0.1151,0.0159,0.0576,0.1135,0.1799
0.1881,0.1019,0.1032,0.7985,0.3893,0.1412,0.0291,0.0513,1.0365,0.1846
0.1522,0.0713,0.0932,0.6030,0.4075,0.0718,0.0225,0.0426,0.1203,1.0992
