0.3723,0.5354,0.7529,0.2238,0.8424,0.4204,0.5123,0.1349,0.1892,0.5100
0.5834,0.5990,0.2483,0.4130,0.4506,0.2078,0.1035,0.1262,0.1607,0.4799
0.3124,0.1792,0.2264,0.3652,0.2806,0.0887,0.0677,0.1624,0.2122,0.3498
0.2799,0.1431,0.1615,0.2003,0.2719,0.1254,0.0381,0.1204,0.1269,0.2920
0.2427,0.1267,0.0702,0.2069,0.2331,0.1252,0.0196,0.1331,0.1166,0.5279
0.2554,0.8328,0.1154,0.1786,0.2719,0.1499,0.0067,0.1415,0.0884,0.2923
0.2256,0.4655,0.1185,0.5242,0.2193,0.1648,0.0012,0.1196,0.1261,0.3590
0.2720,0.0990,0.0111,0.1689,0.2429,0.2070,0.4023,0.0850,0.1040,0.2355
0.2443,0.0842,0.0441,0.2248,0.3270,0.1568,0.0170,0.1405,0.1826,0.3514
0.2190,0.0993,0.0684,0.2623,0.2125,0.1879,0.3986,0.1120,0.1488,0.2743
