0.4705,0.5930,0.8424,0.3162,0.9358,0.4964,0.6118,0.1983,0.2489,0.5892
0.6893,0.6719,0.3407,0.4922,0.5221,0.2556,0.1830,0.2152,0.2241,0.5797
0.4077,0.2376,0.3151,0.4499,0.3638,0.1811,0.1443,0.2458,0.2463,0.4422
0.3665,0.1861,0.2478,0.2782,0.3522,0.1888,0.1120,0.1991,0.2040,0.3942
0.3224,0.1946,0.1478,0.2777,0.3229,0.1875,0.0948,0.2046,0.1779,0.6182
0.3380,0.8901,0.1986,0.2525,0.3548,0.2230,0.0827,0.2070,0.1700,0.4040
0.3167,0.5270,0.2151,0.6116,0.2819,0.2319,0.0854,0.1993,0.2037,0.4551
0.3705,0.1800,0.0974,0.2391,0.3049,0.2770,0.4533,0.1658,0.1761,0.3363
0.3272,0.1426,0.1394,0.3027,0.4160,0.2447,0.1068,0.2152,0.2636,0.4580
0.3095,0.1764,0.1727,0.3397,0.2838,0.2668,0.4583,0.1859,0.2227,0.3643
