0.4301,0.1803,0.1471,0.7830,0.6442,0.2574,0.2107,0.1544,0.2233,0.3657
0.6046,0.1371,0.1474,1.1916,1.1475,0.2661,0.1142,0.1444,0.2465,0.4375
0.2984,0.1257,0.1652,0.6027,0.8820,0.2231,0.2086,0.1481,0.8577,0.3240
0.4225,0.1175,0.1632,0.9423,0.8868,0.1916,0.1189,0.1368,0.1639,0.3406
0.2763,0.1850,0.1365,0.7217,0.8008,0.2260,0.1646,0.1413,0.1792,0.2585
0.2364,0.1885,0.1418,1.0714,0.6128,0.2126,0.1091,0.1310,0.1584,0.2823
0.2287,0.1574,0.1407,0.6930,0.8266,0.2004,0.0526,0.1783,0.1486,0.2785
0.2126,0.1383,0.1212,0.5209,0.6471,0.2020,0.1706,0.1476,0.1351,0.2322
0.2142,0.1101,0.1376,0.5573,0.8903,0.1972,0.1572,0.1436,0.1634,0.2694
0.2171,0.1336,0.1568,0.7249,0.6005,0.2357,0.0803,0.1267,0.1359,0.3435
