0.2043,0.0943,0.1051,0.3444,0.4054,0.1761,0.1943,0.1004,0.2080,0.4213
0.2187,0.1181,0.2223,1.1970,0.9593,0.2329,0.1320,0.0962,0.3220,0.2279
0.2380,0.1086,0.0803,0.5235,0.3692,0.1774,0.1390,0.1162,0.3264,0.2319
0.2746,0.0998,0.1112,0.4631,0.4475,0.1877,0.1220,0.0927,0.1690,0.2591
0.3195,0.0990,0.1161,0.4344,0.4095,0.1724,0.1437,0.0093,0.3882,0.2839
0.4586,0.0655,0.1379,0.7392,0.3968,0.1819,0.1337,0.0848,0.1839,0.2045
0.3198,0.0759,0.1117,0.2906,0.4390,0.1862,0.1054,0.0732,0.1618,0.2034
0.3343,0.0687,0.1420,0.2417,0.4368,0.1864,0.1014,0.0837,0.1573,0.2113
0.2380,0.0677,0.1325,0.2676,0.4360,0.1845,0.1342,0.0481,0.1676,0.2000
0.2670,0.1040,0.1207,0.3017,0.3923,0.1816,0.1128,0.0927,0.1578,0.1905
