0.000045,-0.000066,-0.000002,-0.000041,0.000006,0.000016,-0.000004,-0.000026,-0.000025,-0.000035,0.000007
-0.000066,0.000273,-0.000002,0.000060,-0.000005,0.000005,0.000026,0.000088,0.000143,0.000079,-0.000008
-0.000002,-0.000002,0.000063,-0.000029,-0.000028,0.000040,0.000041,-0.000012,0.000002,0.000004,0.000006
-0.000041,0.000060,-0.000029,0.000135,0.000017,-0.000069,-0.000014,0.000057,-0.000090,0.000048,-0.000068
0.000006,-0.000005,-0.000028,0.000017,0.000035,-0.000002,-0.000015,0.000006,0.000005,0.000007,-0.000049
0.000016,0.000005,0.000040,-0.000069,-0.000002,0.000164,0.000026,0.000035,0.000114,-0.000052,0.000034
-0.000004,0.000026,0.000041,-0.000014,-0.000015,0.000026,0.000118,0.000149,-0.000045,0.000028,-0.000069
-0.000026,0.000088,-0.000012,0.000057,0.000006,0.000035,0.000149,0.000433,-0.000080,-0.000043,-0.000177
-0.000025,0.000143,0.000002,-0.000090,0.000005,0.000114,-0.000045,-0.000080,0.000348,-0.000010,0.000126
-0.000035,0.000079,0.000004,0.000048,0.000007,-0.000052,0.000028,-0.000043,-0.000010,0.000126,-0.000024
0.000007,-0.000008,0.000006,-0.000068,-0.000049,0.000034,-0.000069,-0.000177,0.000126,-0.000024,0.000239

