0.000070,-0.000062,-0.000003,-0.000050,-0.000042,-0.000066,0.000042,0.000015,0.000062,0.000006,-0.000001
-0.000062,0.000166,0.000040,0.000056,0.000016,0.000127,-0.000034,0.000095,-0.000053,0.000008,0.000053
-0.000003,0.000040,0.000087,0.000010,-0.000006,0.000037,0.000028,0.000092,-0.000026,-0.000001,0.000060
-0.000050,0.000056,0.000010,0.000119,0.000033,0.000005,-0.000009,-0.000008,0.000008,-0.000004,-0.000046
-0.000042,0.000016,-0.000006,0.000033,0.000056,0.000040,-0.000031,-0.000039,-0.000038,-0.000006,-0.000003
-0.000066,0.000127,0.000037,0.000005,0.000040,0.000214,-0.000042,0.000020,-0.000029,0.000025,0.000097
0.000042,-0.000034,0.000028,-0.000009,-0.000031,-0.000042,0.000136,0.000093,-0.000013,0.000002,0.000009
0.000015,0.000095,0.000092,-0.000008,-0.000039,0.000020,0.000093,0.000244,-0.000103,-0.000008,0.000105
0.000062,-0.000053,-0.000026,0.000008,-0.000038,-0.000029,-0.000013,-0.000103,0.000210,0.000029,-0.000047
0.000006,0.000008,-0.000001,-0.000004,-0.000006,0.000025,0.000002,-0.000008,0.000029,0.000014,-0.000002
-0.000001,0.000053,0.000060,-0.000046,-0.000003,0.000097,0.000009,0.000105,-0.000047,-0.000002,0.000147

