0.000195,-0.000088,-0.000142,-0.000047,-0.000086,-0.000002,0.000129,-0.000025,0.000118,-0.000074,0.000039
-0.000088,0.000619,0.000204,-0.000010,-0.000060,-0.000032,-0.000202,0.000041,-0.000033,-0.000050,0.000164
-0.000142,0.000204,0.000327,0.000132,0.000076,0.000019,-0.000113,0.000070,-0.000114,0.000083,-0.000009
-0.000047,-0.000010,0.000132,0.000242,0.000110,-0.000056,-0.000070,-0.000005,-0.000026,0.000034,0.000121
-0.000086,-0.000060,0.000076,0.000110,0.000174,0.000036,-0.000090,0.000011,-0.000023,0.000070,0.000066
-0.000002,-0.000032,0.000019,-0.000056,0.000036,0.000094,0.000036,0.000041,0.000001,0.000031,-0.000066
0.000129,-0.000202,-0.000113,-0.000070,-0.000090,0.000036,0.000287,0.000038,-0.000008,-0.000001,-0.000195
-0.000025,0.000041,0.000070,-0.000005,0.000011,0.000041,0.000038,0.000088,-0.000053,-0.000007,-0.000132
0.000118,-0.000033,-0.000114,-0.000026,-0.000023,0.000001,-0.000008,-0.000053,0.000124,-0.000057,0.000131
-0.000074,-0.000050,0.000083,0.000034,0.000070,0.000031,-0.000001,-0.000007,-0.000057,0.000106,-0.000010
0.000039,0.000164,-0.000009,0.000121,0.000066,-0.000066,-0.000195,-0.000132,0.000131,-0.000010,0.000423

