0.000751,-0.000020,0.000556,0.000214,0.000121,0.000119,0.000010,0.000046,0.000190,0.000257,0.000013
-0.000020,0.000068,0.000001,-0.000024,0.000003,0.000068,0.000038,-0.000002,0.000032,0.000055,-0.000008
0.000556,0.000001,0.000557,0.000226,0.000134,0.000129,-0.000020,0.000040,0.000220,0.000270,0.000048
0.000214,-0.000024,0.000226,0.000262,0.000128,0.000135,0.000020,0.000155,0.000149,0.000201,0.000109
0.000121,0.000003,0.000134,0.000128,0.000094,0.000125,0.000040,0.000090,0.000122,0.000141,0.000084
0.000119,0.000068,0.000129,0.000135,0.000125,0.000269,0.000132,0.000124,0.000183,0.000222,0.000081
0.000010,0.000038,-0.000020,0.000020,0.000040,0.000132,0.000143,0.000054,0.000091,0.000042,-0.000014
0.000046,-0.000002,0.000040,0.000155,0.000090,0.000124,0.000054,0.000179,0.000118,0.000118,0.000077
0.000190,0.000032,0.000220,0.000149,0.000122,0.000183,0.000091,0.000118,0.000218,0.000178,0.000065
0.000257,0.000055,0.000270,0.000201,0.000141,0.000222,0.000042,0.000118,0.000178,0.000300,0.000130
0.000013,-0.000008,0.000048,0.000109,0.000084,0.000081,-0.000014,0.000077,0.000065,0.000130,0.000145

