0.2821,0.2333,0.7641,0.7097,0.2066,0.1612,1.2196,1.1700,1.2169,1.1636,1.6471,1.5880,0.1739,0.1027,0.1605,0.1098,0.5375,0.4947,1.5816,1.5233
0.9909,0.9342,0.1295,0.0770,0.3680,0.3218,1.0775,1.0263,0.5912,0.5479,1.0082,0.9618,0.6132,0.5470,0.2282,0.1448,0.2479,0.1996,1.1901,1.1299
0.4553,0.3762,0.1190,0.0768,0.5644,0.5082,1.2658,1.2196,1.1503,1.1010,1.2646,1.2073,0.1502,0.0850,0.7781,0.7129,1.1244,1.1091,0.3406,0.2633
0.3525,0.2647,0.1604,0.1105,0.4826,0.4351,0.8819,0.8254,0.4516,0.3991,0.8062,0.7563,0.1618,0.0906,0.1878,0.1232,0.2577,0.1946,0.2320,0.1605
1.4174,1.3512,0.1329,0.0952,0.4649,0.4148,1.2315,1.1764,0.7279,0.6775,0.8060,0.7622,0.1275,0.0716,0.1423,0.0784,0.6728,0.6179,0.6507,0.5737
0.4134,0.3385,0.1240,0.0736,0.7717,0.7136,0.9631,0.9172,0.5096,0.4724,0.9908,0.9441,0.1306,0.0760,0.1667,0.0955,0.2703,0.2067,0.3021,0.2251
0.4277,0.3528,0.1319,0.0884,0.7234,0.6656,0.8657,0.8148,0.5452,0.4885,0.8521,0.7983,0.1388,0.0681,0.1301,0.0684,0.2780,0.2168,0.3074,0.2275
0.3878,0.2847,0.1193,0.0665,0.3136,0.2548,1.0619,1.0139,0.5450,0.4964,0.6707,0.6163,0.1232,0.0644,0.1167,0.0594,0.2553,0.1830,0.5861,0.5236
0.4683,0.3741,0.1438,0.0926,0.2571,0.1975,0.6034,0.5501,0.4295,0.3820,0.5547,0.5011,0.1657,0.1082,0.0803,0.0373,0.3149,0.2318,0.3200,0.2372
0.6835,0.5611,0.1282,0.0778,0.2327,0.1783,0.4744,0.4293,0.5331,0.4893,0.5164,0.4678,0.1618,0.0982,0.1889,0.1264,0.2756,0.2020,0.6196,0.5473
