0.6670,0.5129,0.7750,0.7064,0.0726,-0.0866,1.1421,1.0233,0.8992,0.8110,0.2983,0.1803,0.0977,-0.0108,0.3379,0.2207,0.1689,0.0702,0.3839,0.2498
0.4998,0.3905,0.6498,0.5603,0.0847,-0.0394,0.9382,0.8354,0.7733,0.6891,0.2872,0.1634,0.0824,-0.0301,0.2933,0.1808,0.2283,0.1404,0.3953,0.2464
0.7988,0.6829,0.2724,0.1784,0.0948,-0.0449,0.8606,0.7616,0.7717,0.6970,0.2830,0.1581,0.0927,-0.0332,0.5079,0.4099,0.2032,0.1082,1.3780,1.2481
0.4130,0.3438,0.7819,0.6969,0.1016,-0.0040,0.5959,0.5032,0.6849,0.5999,0.2733,0.1391,0.0608,-0.0725,0.3138,0.1948,0.1584,0.0557,0.2870,0.1643
0.3894,0.3081,0.3933,0.3104,0.0752,-0.0087,0.6363,0.5600,0.4706,0.4017,0.2247,0.1157,0.1075,-0.0121,0.2556,0.1539,0.1634,0.0855,0.2868,0.1841
0.3704,0.3105,0.3679,0.2937,0.0969,0.0069,0.8479,0.7399,0.4350,0.3635,0.4632,0.3645,0.0967,-0.0084,0.4284,0.3083,0.1544,0.0821,0.2894,0.1809
0.3237,0.2403,0.3370,0.2655,0.0937,-0.0064,0.7071,0.6183,1.1224,1.0509,0.2693,0.1637,0.0766,-0.0396,0.2699,0.1819,0.1415,0.0763,0.2974,0.1894
0.2591,0.1823,0.2339,0.1536,0.1183,0.0032,0.6397,0.5700,0.4927,0.4307,0.2729,0.1874,0.0740,-0.0153,0.2310,0.1502,0.1644,0.0979,0.3166,0.2147
0.3051,0.2153,0.2909,0.2056,0.1220,0.0293,0.6270,0.5510,0.4113,0.3482,0.2252,0.1135,0.0790,-0.0361,0.1669,0.0642,0.1911,0.1285,0.3533,0.2432
0.2823,0.1799,0.3127,0.2383,0.1051,-0.0011,0.5328,0.4557,0.3999,0.3371,0.2247,0.1394,0.0890,-0.0285,0.2128,0.1156,0.2067,0.1330,0.3071,0.2139
