0.1227,0.0634,0.0803,0.0884,0.0679,0.0726,0.0874,0.0781,0.0700,0.0774,0.0781
0.0789,0.0768,0.0694,0.0776,0.0810,0.0729,0.0734,0.0768,0.0713,0.0829,0.0723
0.0942,0.0784,0.0576,0.0742,0.0774,0.0758,0.0644,0.0694,0.0689,0.1106,0.0737
0.0747,0.0774,0.0605,0.0700,0.0689,0.0776,0.0665,0.0842,0.0573,0.0808,0.0768
0.1190,0.0694,0.0555,0.0747,0.0776,0.0779,0.0692,0.0610,0.0599,0.0942,0.0818
0.0937,0.0684,0.0708,0.0792,0.0800,0.0826,0.0729,0.0721,0.0694,0.0774,0.0813
0.0913,0.0803,0.0673,0.0842,0.0750,0.0942,0.0787,0.0655,0.0731,0.0784,0.0829
0.0813,0.0686,0.0697,0.0713,0.0718,0.0803,0.0766,0.0639,0.0752,0.0789,0.1185
0.1441,0.0744,0.0813,0.0718,0.0694,0.0903,0.0855,0.0694,0.0705,0.0853,0.0821
0.1267,0.0702,0.0705,0.0684,0.0800,0.0766,0.0826,0.0755,0.0784,0.0795,0.0821
