0.1917,0.0430,0.0739,0.1211,0.1066,0.1498,0.1142,0.1894,0.1076,0.1087,0.1039
0.1527,0.1087,0.1000,0.1329,0.1047,0.1575,0.1055,0.1588,0.1306,0.0312,0.1598
0.1749,0.1237,0.1074,0.1158,0.1005,0.1625,0.1111,0.1403,0.0818,0.1021,0.0636
0.1567,0.1024,0.0791,0.0791,0.0762,0.0868,0.1198,0.1461,0.0981,0.0633,0.1564
0.2002,0.1071,0.1071,0.1245,0.0697,0.1406,0.0639,0.1242,0.1016,0.0836,0.0137
0.1598,0.0947,0.0697,0.0889,0.0873,0.1493,0.1248,0.1169,0.1026,0.1126,0.1356
0.2018,0.1082,0.0942,0.1079,0.0910,0.1383,0.1229,0.1477,0.1198,0.1604,0.1303
0.1912,0.1435,0.0849,0.1274,0.1256,0.1635,0.1422,0.1195,0.1277,0.1327,0.1292
0.2208,0.1358,0.1050,0.1285,0.0868,0.1300,0.1358,0.1646,0.1150,0.1190,0.0971
0.1538,0.1245,0.0839,0.1578,0.0894,0.1533,0.1140,0.1699,0.1060,0.1337,0.1082
