0.0973,0.1261,0.1058,0.1142,0.0689,0.0871,0.1403,0.0694,0.0792,0.0894,0.1472
0.1398,0.1221,0.1333,0.1604,0.0828,0.1135,0.1248,0.2242,0.1166,0.0807,0.1490
0.1738,0.1857,0.1356,0.1751,0.0831,0.0894,0.1881,0.2342,0.1736,0.1290,0.1854
0.1300,0.1316,0.1533,0.1567,0.0760,0.0770,0.1683,0.1904,0.1087,0.1453,0.1335
0.1216,0.1457,0.1296,0.1438,0.0557,0.0849,0.1092,0.2128,0.1113,0.1058,0.1380
0.1509,0.1356,0.1084,0.0984,0.0770,0.0976,0.1852,0.1973,0.1382,0.1105,0.1540
0.1221,0.1546,0.0992,0.1171,0.0900,0.0791,0.1488,0.1762,0.0984,0.1089,0.1546
0.1232,0.1556,0.1211,0.1435,0.0947,0.0892,0.1554,0.1939,0.1259,0.1292,0.1656
0.1097,0.1319,0.1077,0.0897,0.0755,0.0633,0.1161,0.1554,0.0995,0.1000,0.1187
0.1024,0.1411,0.0683,0.1298,0.0894,0.0755,0.1192,0.1322,0.0966,0.1124,0.0892
