0.1022,0.0644,0.0853,0.0734,0.0597,0.0808,0.0924,0.0660,0.0837,0.0829,0.0697
0.1045,0.0602,0.0784,0.0792,0.0650,0.0771,0.1024,0.0913,0.0882,0.0824,0.0581
0.1027,0.0766,0.1064,0.0668,0.0533,0.0681,0.0845,0.0671,0.0721,0.0750,0.0636
0.1161,0.0855,0.0673,0.0774,0.0671,0.0533,0.0615,0.0768,0.0839,0.0562,0.0270
0.0866,0.0623,0.0650,0.0446,0.0536,0.0876,0.0953,0.0883,0.0859,0.0853,0.0858
0.0568,0.0692,0.0953,0.0407,0.0581,0.0818,0.0871,0.0594,0.0805,0.0776,0.0430
0.0921,0.0737,0.0494,0.0702,0.0663,0.0766,0.0990,0.0338,0.0898,0.0642,0.0386
0.0929,0.0768,0.0560,0.0964,0.0705,0.0768,0.1024,0.0819,0.0822,0.0932,0.0452
0.1114,0.0808,0.0698,0.0744,0.0602,0.0789,0.1101,0.0789,0.0979,0.0919,0.0879
0.0874,0.0876,0.0745,0.0637,0.0533,0.0869,0.0940,0.0744,0.1027,0.0779,0.0623
