0.0855,0.0897,0.0657,0.0702,0.0886,0.1174,0.0789,0.1316,0.0604,0.0749,0.0728
0.0871,0.0973,0.0633,0.0987,0.0820,0.1119,0.1000,0.0918,0.0628,0.0810,0.0831
0.0778,0.0675,0.0741,0.0797,0.0915,0.1335,0.0813,0.0813,0.0668,0.0878,0.0770
0.0873,0.0739,0.0689,0.0865,0.1380,0.1288,0.0828,0.0897,0.0668,0.0897,0.0913
0.0831,0.0947,0.0778,0.0802,0.1435,0.1132,0.0826,0.1068,0.0639,0.0749,0.0731
0.0871,0.0799,0.0765,0.0847,0.0881,0.1193,0.0702,0.0868,0.0686,0.0747,0.0847
0.0907,0.0810,0.0897,0.0844,0.0926,0.1193,0.0939,0.0934,0.0639,0.0815,0.0828
0.0654,0.1011,0.1059,0.0824,0.0944,0.1225,0.0840,0.0892,0.0720,0.0776,0.0786
0.0797,0.1045,0.0792,0.0844,0.1013,0.0898,0.0820,0.0984,0.0715,0.0921,0.0770
0.0799,0.0718,0.0776,0.0702,0.0876,0.1267,0.0502,0.0876,0.0731,0.0913,0.0871
