0.0902,0.0789,0.0871,0.0412,0.0744,0.0380,0.1016,0.0731,0.1126,0.1008,0.1638
0.0992,0.0768,0.0886,0.1150,0.0673,0.0620,0.0699,0.0715,0.0686,0.0997,0.1171
0.1082,0.0807,0.0525,0.0633,0.0691,0.0915,0.0981,0.0789,0.0544,0.0955,0.1190
0.1074,0.0678,0.0715,0.0736,0.0726,0.0615,0.0831,0.0971,0.0135,0.0900,0.1118
0.0934,0.0710,0.0886,0.0720,0.0665,0.0702,0.0770,0.0818,0.0794,0.0820,0.0992
0.0757,0.0652,0.0852,0.0457,0.0058,0.0733,0.0842,0.1055,0.0562,0.1060,0.0950
0.1026,0.0496,0.1008,0.0697,0.0683,0.0594,0.0794,0.0815,0.0939,0.0950,0.0744
0.1121,0.0876,0.1084,0.0971,0.0718,0.0741,0.0752,0.1055,0.0805,0.0997,0.0789
0.1100,0.1005,0.1308,0.1145,0.0699,0.0831,0.0878,0.0860,0.0214,0.1200,0.0884
0.1089,0.0923,0.1166,0.0950,0.0739,0.0739,0.0878,0.0660,0.0960,0.0968,0.0256
