0.0878,0.0675,0.0675,0.0728,0.0789,0.1013,0.0963,0.0865,0.0114,0.1000,0.0839
0.1000,0.0662,0.0166,0.0860,0.0958,0.0929,0.1053,0.1031,0.0446,0.1126,0.0791
0.0989,0.0694,0.0805,0.0907,0.0823,0.0992,0.1053,0.1158,0.0931,0.1013,0.1187
0.0966,0.0649,0.0755,0.0865,0.0778,0.0752,0.1089,0.0921,0.0810,0.1042,0.0900
0.0989,0.0631,0.0699,0.0784,0.0670,0.0897,0.1126,0.1074,0.0871,0.1018,0.0992
0.0894,0.0662,0.0623,0.0863,0.0546,0.0826,0.0976,0.0918,0.0889,0.0921,0.0805
0.0857,0.0633,0.0739,0.0900,0.0689,0.1031,0.0958,0.1174,0.0412,0.1121,0.0992
0.0952,0.0675,0.0749,0.0849,0.0668,0.0971,0.0902,0.0810,0.0860,0.0976,0.0987
0.1002,0.0567,0.0739,0.0765,0.0617,0.1019,0.1140,0.1082,0.0844,0.0786,0.1026
0.1053,0.0562,0.0660,0.0749,0.0660,0.1058,0.1042,0.0842,0.0934,0.0886,0.0931
