0.1109,0.0940,0.0634,0.1227,0.0663,0.0826,0.1222,0.0847,0.0837,0.0818,0.0739
0.0718,0.0816,0.0744,0.0729,0.0721,0.0731,0.1338,0.0821,0.0824,0.0681,0.0919
0.0792,0.1233,0.0671,0.0747,0.0779,0.0763,0.1027,0.1032,0.0750,0.0449,0.0742
0.0816,0.0739,0.0789,0.0694,0.0647,0.0636,0.0805,0.1059,0.0650,0.0570,0.0694
0.0692,0.0945,0.0565,0.0631,0.0710,0.0637,0.1140,0.0927,0.0744,0.0731,0.0705
0.0723,0.1037,0.0631,0.0723,0.0642,0.0743,0.1008,0.0905,0.0148,0.0697,0.0850
0.0832,0.0887,0.0518,0.0979,0.0816,0.0629,0.0982,0.1035,0.0739,0.0763,0.0671
0.0694,0.0636,0.0642,0.0737,0.0739,0.0681,0.0964,0.1032,0.0660,0.0657,0.0647
0.0803,0.0758,0.0581,0.0584,0.0710,0.0766,0.0937,0.0961,0.0650,0.0613,0.0681
0.0768,0.0940,0.0697,0.0755,0.0750,0.0832,0.1080,0.0921,0.0715,0.0562,0.0789
